veil-type,gill-attachment,veil-color,ring-number,gill-spacing,gill-size,bruises,stalk-shape,class,stalk-surface-above-ring,stalk-surface-below-ring,ring-type,cap-surface,cap-shape,stalk-root,stalk-color-above-ring,stalk-color-below-ring,population,spore-print-color,habitat,odor,cap-color,gill-color
p,f,w,o,c,n,f,e,p,k,s,e,y,f,b,b,w,v,n,d,m,e,h
p,f,w,t,c,n,f,e,p,s,y,e,y,k,b,e,c,v,w,d,y,b,h
p,f,w,o,c,b,f,t,p,k,k,p,f,k,?,b,p,y,w,l,f,y,b
p,f,w,o,c,b,t,e,e,s,k,p,y,f,?,w,w,s,h,d,n,e,u
p,f,w,o,c,n,f,t,p,s,k,e,f,b,b,w,p,v,w,m,f,e,h
p,f,w,o,w,b,t,t,e,s,s,p,y,f,b,w,o,y,n,p,n,y,p
p,f,w,o,c,n,f,e,e,s,k,l,y,f,b,w,w,y,h,p,n,n,o
p,f,w,o,c,b,t,t,e,s,k,p,y,f,b,w,p,y,n,d,y,g,u
p,f,w,o,c,n,f,t,e,k,s,p,y,k,?,p,w,y,n,l,f,n,p
p,f,w,o,c,n,f,t,p,s,k,l,y,f,?,p,p,y,w,g,n,g,h
p,f,w,o,c,b,f,t,e,s,s,l,y,f,b,p,w,v,k,d,y,n,w
p,f,w,o,w,b,f,t,e,s,s,p,f,f,?,g,w,y,n,l,c,n,w
p,f,w,o,c,b,t,t,p,s,s,e,y,f,?,o,w,a,k,g,n,w,b
p,f,w,o,w,b,t,e,e,s,k,e,f,k,?,w,p,v,o,d,n,e,p
p,f,w,o,c,n,f,t,p,k,s,p,s,f,?,p,p,v,k,d,n,w,y
p,f,w,o,c,n,t,t,e,s,s,p,y,x,b,o,w,y,w,d,f,n,w
p,f,w,o,c,n,f,t,p,k,k,p,s,x,e,w,b,v,n,g,y,n,b
p,f,w,o,c,b,f,t,e,s,s,p,y,x,e,w,w,s,n,p,m,y,w
p,f,w,o,w,b,t,t,e,s,s,p,f,x,r,w,w,v,n,d,n,n,g
p,f,w,o,c,n,f,t,p,s,y,p,s,b,?,w,c,y,w,m,c,n,b
p,f,w,o,c,b,t,e,p,s,s,e,f,f,b,p,g,c,n,d,n,e,u
p,f,w,o,c,b,f,e,p,k,s,e,y,f,?,b,g,a,h,d,f,y,g
p,f,w,o,c,b,t,e,p,s,s,p,f,x,b,w,w,s,h,m,n,e,w
p,f,w,o,c,b,f,t,p,s,k,e,f,f,?,w,n,v,k,d,n,e,w
p,f,w,o,c,b,f,t,p,s,k,e,f,x,b,g,p,v,w,u,f,n,b
p,f,w,o,c,b,t,e,p,s,k,p,f,f,?,g,p,s,o,d,n,y,g
p,f,w,o,c,b,t,e,p,s,k,l,f,f,b,p,b,v,h,g,n,w,g
p,f,w,o,w,b,f,e,e,s,s,e,s,f,?,w,w,v,w,d,p,g,n
p,f,w,t,c,b,t,e,e,s,s,p,y,x,b,g,w,v,k,d,n,g,p
p,f,w,o,w,b,t,e,p,s,s,e,s,x,r,w,w,v,h,g,s,y,p
p,f,w,o,c,n,f,e,e,k,k,p,y,x,?,b,p,y,b,u,l,n,w
p,f,w,o,c,n,f,t,p,k,k,e,s,x,?,p,p,v,k,p,s,n,b
p,f,w,o,c,b,f,e,p,k,k,e,y,f,?,b,p,v,h,p,f,e,p
p,f,w,t,c,b,t,e,e,s,s,p,f,b,b,w,p,v,h,g,n,p,p
p,f,w,o,c,b,f,t,p,s,k,p,s,x,?,w,n,v,k,d,p,n,h
p,f,w,o,c,b,t,e,p,s,s,p,f,f,r,o,p,v,h,g,f,n,b
p,f,w,o,c,n,f,e,p,k,k,e,s,x,e,p,p,v,h,g,y,n,g
p,f,w,o,c,n,f,e,p,k,k,e,s,x,b,n,p,s,n,g,f,g,h
p,f,w,o,w,b,f,t,e,k,k,e,f,x,b,p,p,v,k,g,n,w,k
p,f,w,o,c,b,t,t,e,s,k,p,y,k,b,w,w,v,k,p,a,e,p
p,f,w,o,c,n,f,e,e,k,k,p,s,f,?,b,b,v,h,g,a,n,h
p,f,w,o,w,b,t,e,p,s,k,l,s,f,b,p,p,v,h,w,n,y,b
p,f,w,o,c,b,t,e,p,s,s,p,f,f,b,w,g,v,h,d,n,n,h
p,f,w,o,w,b,t,e,p,s,s,e,s,f,b,p,w,v,k,p,n,e,g
p,f,w,o,w,b,t,t,e,s,s,e,y,f,b,w,w,v,w,g,f,e,p
p,f,w,o,c,b,t,e,p,s,s,p,f,x,b,g,w,y,n,d,f,w,p
p,f,w,o,c,b,t,e,e,s,s,n,f,b,r,w,w,c,k,g,f,g,w
p,f,w,o,c,n,t,e,p,s,k,l,y,f,b,w,p,y,h,p,f,y,h
p,f,w,o,c,n,f,e,p,k,s,p,y,f,b,p,w,y,n,d,n,n,b
p,f,w,o,c,b,f,e,e,k,s,l,f,x,?,p,w,v,h,g,n,g,w
p,f,w,o,w,b,f,e,p,s,k,e,y,x,b,w,w,v,k,d,p,y,h
p,f,w,o,w,n,f,t,p,s,k,e,s,f,?,w,n,c,k,d,n,n,b
p,f,w,o,w,n,f,e,p,k,k,p,y,x,e,b,p,y,h,g,n,g,p
p,f,w,o,c,b,t,e,p,s,f,e,s,x,b,w,w,v,h,p,f,n,p
p,f,w,o,c,b,t,t,p,f,k,e,f,f,b,w,n,v,u,p,n,n,b
p,f,w,o,c,b,t,t,p,s,s,e,f,x,e,w,g,v,n,d,n,w,b
p,f,w,o,c,b,f,t,e,k,s,p,s,k,?,w,g,n,h,p,f,n,p
p,f,w,o,c,b,t,t,e,s,s,p,y,x,b,p,w,v,w,p,n,g,n
p,f,w,o,c,b,f,t,p,k,s,l,y,f,?,b,w,y,h,g,n,y,g
p,f,w,o,c,b,t,t,p,s,k,e,s,f,?,w,p,v,n,l,y,n,p
p,f,w,t,c,b,t,e,p,s,s,p,y,x,b,w,o,y,w,d,y,p,r
p,f,w,o,c,b,f,e,p,s,k,p,y,x,?,w,w,s,w,p,f,u,b
p,f,w,o,c,n,f,e,e,k,s,l,s,k,?,w,w,y,h,l,n,g,k
p,f,w,o,c,b,t,e,e,s,k,e,f,x,b,g,w,v,r,g,f,p,p
p,f,w,o,c,n,f,t,e,s,s,p,y,f,e,w,w,s,w,p,n,e,p
p,f,w,o,c,n,f,t,e,k,k,l,y,f,?,n,b,v,n,u,a,g,n
p,f,w,o,w,b,f,t,e,s,k,p,y,x,?,p,p,v,n,g,n,g,u
p,f,w,o,c,n,f,e,e,k,s,e,y,f,b,b,p,v,n,d,n,g,w
p,f,w,o,c,b,t,t,e,s,f,p,y,x,b,w,w,y,w,l,f,g,n
p,f,w,o,c,n,f,e,p,f,s,l,s,f,?,w,w,v,k,d,a,n,p
p,f,w,o,w,b,f,e,p,k,s,p,y,x,b,p,w,y,h,g,n,g,b
p,f,w,o,c,n,f,e,e,k,s,l,y,x,?,p,w,v,n,d,y,w,n
p,f,w,o,c,b,t,t,e,s,k,l,y,x,b,p,p,y,n,d,n,g,n
p,f,w,t,c,b,f,e,e,s,k,e,s,f,?,g,p,a,n,p,a,w,k
p,f,w,o,c,n,f,t,e,s,s,p,s,x,b,e,w,s,w,u,y,e,p
p,f,w,o,c,b,f,e,p,k,f,l,y,x,b,p,w,y,o,p,a,e,b
p,f,w,o,c,b,t,e,e,s,k,e,s,f,c,w,w,v,h,g,f,n,e
p,f,w,o,c,n,f,e,e,k,f,p,f,f,b,p,w,v,n,d,n,g,w
p,f,w,o,c,b,t,t,e,s,s,p,s,f,b,p,o,y,n,d,s,g,u
p,f,w,o,c,b,t,e,e,s,s,p,y,f,b,w,w,v,h,g,n,w,u
p,f,w,o,c,n,f,t,p,k,k,l,f,b,b,w,b,v,n,d,c,g,k
p,f,w,o,c,n,f,e,p,s,s,e,s,f,b,w,o,s,k,u,l,g,b
p,f,w,o,c,b,f,e,p,k,s,l,y,x,?,n,g,v,k,d,s,y,p
p,f,w,o,c,n,f,e,p,s,s,p,y,x,b,g,w,s,h,g,f,e,p
p,f,w,o,c,b,t,t,e,s,s,e,s,f,b,g,w,s,k,g,a,y,u
p,f,w,o,c,b,t,e,e,s,s,p,f,x,b,g,p,s,k,p,f,w,n
p,f,w,o,c,b,f,t,e,k,s,e,f,x,e,w,w,c,k,d,n,b,w
p,f,w,o,w,n,f,t,p,k,k,p,y,f,e,n,w,v,w,d,n,n,b
p,f,w,o,c,b,f,e,e,k,k,p,f,f,?,w,w,y,k,u,n,n,p
p,f,w,o,c,b,t,e,p,s,s,p,y,x,b,w,w,s,k,p,a,y,b
p,f,w,t,c,b,t,t,e,s,s,p,f,k,c,g,w,v,n,p,f,g,w
p,f,w,o,c,b,t,e,p,s,k,f,f,f,c,w,p,y,k,g,n,n,b
p,f,w,o,c,n,f,t,e,k,s,l,f,f,?,b,w,v,w,l,n,g,k
p,f,w,o,c,b,t,e,p,s,f,e,f,f,c,g,w,v,h,d,n,g,p
p,f,w,o,c,b,t,t,p,s,s,e,f,x,b,p,p,s,k,d,c,n,h
p,f,w,o,c,b,t,e,e,s,s,e,s,f,b,w,w,s,h,d,p,w,g
p,f,w,t,c,n,t,e,e,s,s,p,s,b,e,g,w,y,h,l,n,e,k
p,f,w,o,c,b,f,t,e,f,s,e,s,x,?,w,w,v,k,g,f,e,u
p,f,w,o,c,b,t,t,e,f,s,e,f,x,b,w,w,v,h,g,n,g,p
p,f,w,o,c,n,f,e,e,s,s,e,s,k,b,w,g,s,k,w,n,w,e
